DateTime,Soil temperture at 2 inch below the soil surface (F),Soil data under the cover right on top of soil surface (F),Air temperature 1.5m (F),Dewpoint,Wind Chill,Wind Gust 10m,Wind Speed 10m,Wind Direction 10m,Pressure (mb),Pressure (inHg),Rainfall,Relative Humidity,Approximate Max,Solar Radiation,Snow cover,Turfgrass species,Mowing height,Location,Cover or not ,
2/7/2022 5:00,33.8,23.9,22.766,21.5036,,4.16518,2.97736,276.8,996.524,29.4273,0.19,94.8058,0,0.0128116,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/7/2022 5:30,33.8,24.8,24.4148,23.1333,,4.01977,2.92815,291.2,996.583,29.4291,0.19,94.7688,0,0.00922214,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/7/2022 6:00,33.8,24.8,23.1062,21.6257,18.6689,4.23899,3.37554,287.2,996.868,29.4375,0.19,93.9426,0,0.0113896,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/7/2022 6:30,33.8,24.8,21.2,19.6952,16.539,4.67743,3.34646,272.4,997.151,29.4458,0.19,93.7924,0,0.0141093,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/7/2022 7:00,32.9,24.8,22.8416,21.5807,18.4547,4.74902,3.31738,282,997.367,29.4522,0.19,94.8137,0,0.0442469,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/7/2022 7:30,32.9,24.8,21.3764,19.7089,,3.2883,2.49866,291.5,997.437,29.4543,0.19,93.1474,1.70116,6.92722,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/7/2022 8:00,32.9,25.7,23.1944,21.5597,,3.4337,1.77165,287.6,997.364,29.4521,0,93.3338,74.1327,58.4951,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/7/2022 8:30,32.9,28.4,27.5702,23.6483,,2.55682,0.673318,275.5,997.689,29.4617,0,84.957,170.413,162.041,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/7/2022 9:00,32.9,32.9,30.0326,23.6296,,2.92368,1.54125,268.5,997.896,29.4678,0,76.7473,274.405,260.67,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/7/2022 9:30,32.9,39.2,34.6856,27.2039,,2.48524,1.37124,282.3,997.773,29.4642,0.01,73.831,375.02,405.323,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/7/2022 10:00,32.9,54.5,39.0632,27.73,,3.06908,1.30637,227.7,997.927,29.4688,0.01,63.4796,466.95,456.743,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/7/2022 10:30,34.7,61.7,43.025,26.9378,,5.04205,2.82525,233.6,997.933,29.469,0.01,52.702,547.017,520.882,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/7/2022 11:00,38.3,67.1,46.598,24.0966,42.7494,11.5448,7.71743,263,997.758,29.4638,0.01,40.8734,613.037,593.964,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/7/2022 11:30,41,67.1,47.84,24.2414,43.7383,10.6679,8.97683,250.7,997.32,29.4508,0.01,39.2426,663.435,623.18,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/7/2022 12:00,42.8,72.5,49.532,24.2754,45.6947,12.0571,9.3146,230,996.658,29.4313,0.01,36.8877,697.094,654.221,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/7/2022 12:30,44.6,73.4,51.008,24.9889,,16.1484,10.3168,234.8,995.867,29.4079,0.01,35.9752,713.299,669.081,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/7/2022 13:00,46.4,75.2,53.006,26.6035,,14.7615,10.9431,234.3,995.2,29.3882,0.01,35.7381,711.714,668.346,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/7/2022 13:30,48.2,72.5,54.608,26.0107,,14.1755,8.80234,234.8,994.438,29.3657,0.01,32.8863,692.37,653.983,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/7/2022 14:00,49.1,68.9,55.976,27.1867,,16.1484,10.7306,252,993.741,29.3452,0.01,32.8515,655.671,622.748,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/22/2022 0:00,54.5,50,52.232,37.9424,,31.2053,21.3627,327.4,972.081,28.7055,0,58.0739,0,0.0198932,No,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/22/2022 0:30,51.8,41.9,42.3068,31.9859,36.9659,16.6607,8.91643,317,973.775,28.7556,0,66.5774,0,0.0373431,No,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/22/2022 1:00,49.1,38.3,37.6034,25.6168,28.9467,24.6958,14.4506,318.9,975.709,28.8127,0,61.5924,0,0.0282318,No,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/22/2022 1:30,46.4,33.8,32.0918,21.4544,21.2917,25.7248,16.182,321,976.821,28.8455,0,64.4145,0,0.0258574,No,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/22/2022 2:00,44.6,30.2,28.7582,19.2046,17.3056,22.8615,15.3431,325.3,977.892,28.8771,0,67.0183,0,0.0238695,No,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/22/2022 2:30,42.8,26.6,25.9448,16.7472,13.6342,25.859,15.4975,317,978.933,28.9079,0,67.6987,0,0.0218126,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/22/2022 3:00,41,27.5,24.3932,16.2585,9.9703,28.4315,20.1101,334.3,979.527,28.9254,0,70.703,0,0.0184441,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/22/2022 3:30,40.1,29.3,23.9558,15.7862,10.8645,21.5641,16.0321,324.4,980.026,28.9402,0,70.5448,0,0.0159039,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/22/2022 4:00,40.1,28.4,23.5616,15.434,8.90101,27.4025,20.0429,330,980.721,28.9607,0,70.6279,0,0.0141782,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/22/2022 4:30,39.2,27.5,22.2872,13.8387,8.05437,28.8565,17.7232,321.6,981.796,28.9924,0,69.4925,0,0.0147581,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/22/2022 5:00,38.3,24.8,20.3234,11.356,6.63769,24.6287,14.9897,307.8,982.566,29.0152,0,67.6762,0,0.014979,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/22/2022 5:30,37.4,23.9,19.409,10.4597,6.04815,21.6983,13.7482,316.3,983.255,29.0355,0,67.6149,0,0.01491,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/22/2022 6:00,36.5,23.9,18.761,9.86498,4.29859,23.1747,15.7458,317.3,984.261,29.0652,0,67.6939,0,0.0143578,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/22/2022 6:30,35.6,23.9,18.77,10.023,4.74365,22.7273,14.7817,315,984.925,29.0848,0,68.1485,0,0.0135018,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/22/2022 7:00,35.6,22.1,18.1958,9.64816,4.71285,24.4721,13.3344,326.4,985.617,29.1053,0,68.6879,0,0.556378,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/22/2022 7:30,34.7,21.2,17.312,9.16678,1.74045,25.7248,17.3631,324.5,986.389,29.1281,0,69.8312,38.7264,17.5142,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/22/2022 8:00,34.7,22.1,17.456,9.10336,3.32606,21.922,14.2314,324.2,986.989,29.1458,0,69.2004,128.952,61.5806,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/22/2022 8:30,34.7,24.8,17.384,8.87133,1.61722,26.2393,17.8955,340.7,987.964,29.1746,0,68.695,237.502,115.909,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/22/2022 9:00,33.8,28.4,17.438,7.91543,2.7201,24.9195,15.4729,313,989.189,29.2107,0,65.6412,347.725,195.345,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/22/2022 9:30,33.8,36.5,18.1742,7.91994,3.7057,21.0496,15.3834,330.3,989.892,29.2315,0,63.6028,452.169,395.654,No,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/22/2022 10:00,34.7,38.3,19.328,8.2341,6.51827,19.7298,12.6118,315.2,990.145,29.239,0,61.3945,546.759,355.044,No,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/22/2022 10:30,35.6,42.8,19.9706,8.37812,5.32385,22.0786,17.0208,339.5,990.61,29.2527,0,60.1205,628.777,392.729,No,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/22/2022 11:00,37.4,57.2,22.145,9.10163,8.31234,20.8259,16.5779,338.9,990.836,29.2594,0,56.6339,696.237,668.532,No,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/22/2022 11:30,41,63.5,22.6454,8.18837,10.3478,22.0786,13.3545,312.4,991.128,29.268,0,53.2143,747.65,682.093,No,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/22/2022 12:00,42.8,68,24.8648,9.56915,12.9131,20.5351,13.9137,347.4,991.432,29.277,0,51.5955,781.942,719.734,No,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/22/2022 12:30,45.5,74.3,25.9358,9.44936,15.6814,15.5646,10.9655,319.5,991.471,29.2781,0,49.0822,798.419,751.955,No,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/22/2022 13:00,46.4,75.2,25.8044,8.65598,15.2984,20.5351,11.386,304.6,991.401,29.276,0,47.6204,796.751,753.962,No,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/22/2022 13:30,48.2,60.8,28.2038,10.0081,16.7464,21.4075,14.9494,356.7,991.142,29.2684,0,45.8289,776.973,732.89,No,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/22/2022 14:00,49.1,68.9,28.409,9.4577,17.641,20.6693,13.3992,336.4,991.191,29.2698,0,44.3368,739.478,699.724,No,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/22/2022 14:30,49.1,66.2,28.2668,9.41421,17.1287,18.9916,14.1934,339,991.624,29.2826,0,44.5093,685.031,649.396,No,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/22/2022 15:00,49.1,64.4,29.3972,10.0747,18.2404,21.922,15.0389,354,991.598,29.2819,0,43.7733,614.777,580.689,No,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/22/2022 15:30,49.1,59.9,28.2398,9.806,17.3141,18.8574,13.6632,356.3,992.173,29.2989,0,45.3488,530.287,445.829,No,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/22/2022 16:00,48.2,55.4,28.238,9.81433,16.2126,21.4075,16.4907,356,992.522,29.3092,0,45.3691,433.659,432.805,No,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/22/2022 16:30,47.3,48.2,27.5018,9.7496,17.2311,16.3677,11.7797,341.4,992.757,29.3161,0,46.6284,327.791,248.899,No,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/22/2022 17:00,46.4,42.8,27.0554,9.81314,17.234,14.3231,10.6702,353,993.021,29.3239,0,47.6303,217.155,171.246,No,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/22/2022 17:30,45.5,37.4,26.9618,9.89915,15.2018,20.3785,14.8354,358.3,993.329,29.333,0,47.9994,110.313,139.731,No,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/22/2022 18:00,43.7,34.7,25.3148,9.36793,14.5037,17.3184,11.7417,341.4,993.675,29.3432,0,50.1817,28.0583,30.0069,No,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/22/2022 18:30,41.9,32.9,24.089,9.03583,12.0179,18.41,13.7079,353.2,994.513,29.368,0,52.0337,0,2.01141,No,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/22/2022 19:00,41,31.1,23.3384,8.92145,12.4235,14.5423,10.9923,346.8,995.153,29.3869,0,53.422,0,0.0171189,No,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/22/2022 19:30,40.1,30.2,22.6832,9.09573,11.4892,16.3677,11.2026,350.7,995.76,29.4048,0,55.3476,0,0.0152551,No,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/22/2022 20:00,40.1,30.2,22.3772,8.79179,10.6981,16.8061,11.9654,346.2,995.753,29.4046,0,55.3047,0,0.0131843,No,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/22/2022 20:30,39.2,30.2,21.9542,8.50119,9.38157,18.8574,13.5424,350.1,996.34,29.4219,0,55.5692,0,0.011928,No,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/22/2022 21:00,38.3,28.4,21.6734,8.36317,10.6967,16.7345,10.3839,352.6,997.075,29.4436,0,55.8843,0,0.0123422,No,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/22/2022 21:30,38.3,28.4,21.2126,7.68373,8.33865,18.1863,13.7549,355.4,997.155,29.446,0,55.2627,0,0.0115,No,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/22/2022 22:00,37.4,28.4,20.741,7.15949,8.22064,16.6607,12.7729,352.1,998.068,29.4729,0,55.0566,0,0.0136123,No,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/22/2022 22:30,37.4,27.5,20.1398,6.31685,6.92184,18.8574,13.8645,357.2,998.183,29.4763,0,54.3601,0,0.0122732,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/22/2022 23:00,36.5,27.5,19.481,6.38628,7.08324,17.2445,11.9162,5.432,998.202,29.4769,0,56.0889,0,0.0130601,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/22/2022 23:30,36.5,27.5,18.9788,4.35469,4.34857,21.1838,16.2804,7.06,998.196,29.4767,0,52.2165,0,0.0120661,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/23/2022 0:00,35.6,26.6,18.1274,5.1854,6.0154,15.7838,10.8268,3.603,997.977,29.4703,0,56.2692,0,0.0125493,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/23/2022 0:30,35.6,26.6,17.9096,5.0187,4.07488,19.2153,13.8824,12.97,998.292,29.4795,0,56.3671,0,0.0120937,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/23/2022 1:00,35.6,25.7,17.15,5.06313,3.24996,18.3429,13.6006,14.1,998.479,29.4851,0,58.3656,0,0.0125079,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/23/2022 1:30,34.7,25.7,16.412,4.3648,2.29391,20.0206,13.6364,13.78,999.326,29.5101,0,58.3595,0,0.0120109,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/23/2022 2:00,34.7,26.6,15.98,4.43997,0.559342,21.8549,16.1059,2.907,999.385,29.5118,0,59.6716,0,0.0125355,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/23/2022 2:30,34.7,27.5,15.368,3.93595,1.05131,18.6337,13.4753,355.5,999.75,29.5226,0,59.8775,0,0.0124112,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/23/2022 3:00,34.7,27.5,15.242,4.77112,2.66486,15.2,10.4398,5.698,999.753,29.5227,0,62.5674,0,0.0116519,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/23/2022 3:30,33.8,26.6,14.9,4.39286,0.235259,19.5061,13.9003,359,999.581,29.5176,0,62.4144,0,0.0121213,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/23/2022 4:00,33.8,26.6,14.936,4.42864,-0.210267,23.8234,14.8823,7.928,998.574,29.4879,0,62.4189,0,0.0116381,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/23/2022 4:30,33.8,25.7,14.468,4.04818,-1.14448,20.9825,15.5803,15.39,1000.06,29.5317,0,62.6041,0,0.0125217,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/23/2022 5:00,33.8,25.7,13.478,3.84985,-1.40126,17.4638,13.5737,353.9,1000.4,29.5418,0,64.7912,0,0.0125355,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/23/2022 5:30,33.8,25.7,13.334,4.27965,-0.683714,17.3922,11.9833,1.086,1000.61,29.5481,0,66.5082,0,0.0119833,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/23/2022 6:00,33.8,25.7,13.262,4.27143,-2.58072,22.2799,15.3454,4.08,1000.54,29.5458,0,66.6943,0,0.0128116,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/23/2022 6:30,32.9,26.6,12.974,3.71435,-3.27894,20.6022,16.0321,9.78,1001.19,29.5651,0,65.8338,0,0.0119695,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/23/2022 7:00,32.9,26.6,12.488,3.29563,-3.89957,21.5641,16.0209,1.114,1001.19,29.565,0,65.9736,0,0.469792,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/23/2022 7:30,32.9,27.5,12.812,3.12657,-2.178,18.1192,13.4462,14.61,1001.28,29.5679,0,64.5284,41.7968,2.19545,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/23/2022 8:00,32.9,27.5,12.416,3.11513,-3.9785,21.2733,15.9919,20.45,1001.14,29.5637,0,65.6334,133.482,6.66282,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/23/2022 8:30,32.9,26.6,11.678,4.11554,-4.96837,20.893,16.0746,25.93,1000.69,29.5503,0,71.0244,242.707,8.79325,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/23/2022 9:00,32.9,24.8,11.534,5.22137,-4.63878,19.5061,15.0277,11.19,1001.21,29.5656,0,75.2071,353.253,11.405,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/23/2022 9:30,32.9,23.9,11.084,5.47973,-6.02711,23.4655,16.6943,13.28,999.948,29.5284,0,77.6416,457.876,40.8237,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/23/2022 10:00,32.9,23,11.174,5.39177,-4.40476,20.0206,13.7124,5.812,1000.28,29.5384,0,77.0202,552.569,39.3201,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/23/2022 10:30,32.9,23.9,11.516,5.80921,-3.27821,18.0521,12.4955,4.879,1001.09,29.5621,0,77.3199,634.645,78.5756,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/23/2022 11:00,32.9,23.9,11.066,6.35589,-1.95762,15.3454,9.6412,347.9,1001.72,29.5807,0,80.8768,702.129,38.0512,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/23/2022 11:30,32.9,24.8,11.444,6.05091,-2.62904,15.9292,11.2965,1.443,1001.34,29.5695,0,78.4289,753.539,138.599,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/23/2022 12:00,32.9,25.7,11.93,6.00099,-2.40976,16.8061,11.9184,347.9,1001.05,29.5611,0,76.5794,787.806,133.149,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/23/2022 12:30,32.9,25.7,12.128,6.48605,-3.00549,17.2445,13.3724,348.4,1000.22,29.5364,0,77.608,804.237,151.265,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/23/2022 13:00,32,25.7,12.596,6.2664,-3.68296,20.0877,15.8576,1.749,999.189,29.506,0,75.2595,802.505,205.187,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/23/2022 13:30,32,26.6,12.92,6.4132,-2.73911,20.0877,14.7794,358.4,998.429,29.4836,0,74.6879,782.644,217.478,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/23/2022 14:00,32,26.6,13.802,6.88277,-1.92862,19.5732,15.4304,10.89,997.906,29.4682,0,73.3934,745.051,224.179,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/23/2022 14:30,32,26.6,14.198,6.95049,-0.556384,18.4771,13.7057,17.43,997.728,29.4629,0,72.3503,690.488,180.519,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/23/2022 15:00,32,26.6,14.576,6.57884,-0.582041,19.439,14.7011,359.4,997.197,29.4472,0,69.9683,620.099,174.014,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/23/2022 15:30,32,27.5,15.332,6.65758,0.835681,19.6627,13.8019,21.22,996.529,29.4275,0,67.9366,535.453,190.03,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/23/2022 16:00,32,27.5,15.854,6.82588,2.93936,13.5178,11.216,25.85,996.369,29.4228,0,66.9188,438.635,145.097,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/23/2022 16:30,32,27.5,16.268,6.74359,5.23874,11.8379,8.57641,35.14,996.147,29.4162,0,65.4792,332.518,133.288,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/23/2022 17:00,32,26.6,16.556,7.20737,4.24348,15.9292,10.527,58.95,995.837,29.4071,0,66.0429,221.504,75.2049,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/23/2022 17:30,32,26.6,16.286,7.16933,4.26781,12.7886,9.9745,47.8,995.73,29.4039,0,66.7063,113.947,29.3254,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/23/2022 18:00,32,25.7,16.034,6.64982,2.46259,16.3677,12.4239,47.42,995.612,29.4004,0,65.867,30.4416,9.69344,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/23/2022 18:30,32,25.7,15.944,6.92341,3.73525,12.8601,10.1378,60.77,995.382,29.3936,0,66.9534,0,0.713985,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/23/2022 19:00,32,25.7,16.016,7.1001,2.97402,14.1039,11.4956,55.12,995.636,29.4011,0,67.282,0,0.0160973,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/23/2022 19:30,32,25.7,15.8,7.17105,4.82955,10.4487,8.3639,52.72,995.34,29.3924,0,68.1366,0,0.0143855,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/23/2022 20:00,32,25.7,16.034,7.46083,3.51973,13.5178,10.6433,52.44,995.598,29.4,0,68.3388,0,0.0143855,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/23/2022 20:30,32,25.7,16.286,7.99243,7.04744,9.13341,6.47369,31.94,995.747,29.4044,0,69.241,0,0.0130601,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/23/2022 21:00,32,26.6,16.268,8.66727,4.56384,11.8379,9.50698,21.74,995.806,29.4061,0,71.4387,0,0.0149377,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/23/2022 21:30,32,25.7,16.52,9.79358,8.44893,7.45347,5.38654,37.3,995.931,29.4098,0,74.3305,0,0.0142198,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/23/2022 22:00,32,26.6,16.25,9.87425,5.05398,12.2025,8.7934,22.78,995.792,29.4057,0,75.4794,0,0.0142198,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/23/2022 22:30,32,25.7,16.16,10.288,4.92198,11.254,8.82248,27.48,995.47,29.3962,0,77.1915,0,0.0146892,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/23/2022 23:00,32,25.7,16.088,10.654,4.3854,13.0794,9.44435,46.92,995.087,29.3849,0,78.71,0,0.0143026,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/23/2022 23:30,32,25.7,15.908,11.0571,3.35284,14.6139,10.659,57.5,994.242,29.36,0,80.7676,0,0.0145511,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/24/2022 0:00,32,25.7,15.836,11.4542,3.04723,14.5423,11.0035,57.19,993.821,29.3475,0,82.4659,0,0.0134605,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/24/2022 0:30,32,26.6,15.98,11.8995,3.97454,13.1532,9.84699,37.34,993.431,29.336,0,83.5876,0,0.0134467,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/24/2022 1:00,32,25.7,16.052,11.9985,5.54394,11.3994,7.85388,21.08,994.041,29.354,0,83.6932,0,0.0138608,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/24/2022 1:30,32,26.6,15.89,12.4413,3.87984,12.4955,9.82239,50.81,993.382,29.3345,0,85.9548,0,0.0132534,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/24/2022 2:00,32,26.6,15.836,12.8752,5.11415,11.3256,8.05968,27.63,993.785,29.3465,0,87.8253,0,0.0131706,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/24/2022 2:30,32,26.6,16.124,13.7429,5.40625,10.8872,8.1335,18.26,993.141,29.3274,0,90.1126,0,0.0123698,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/24/2022 3:00,32,26.6,16.034,13.752,5.49646,10.1579,7.8852,4.22,993.406,29.3353,0,90.5019,0,0.0138194,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/24/2022 3:30,32,27.5,15.998,13.8596,4.83195,11.5448,8.67708,27.77,991.88,29.2902,0,91.0735,0,0.012218,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/24/2022 4:00,32,26.6,16.34,14.0232,5.43602,10.6679,8.43325,53.16,991.702,29.2849,0,90.377,0,0.0141369,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/24/2022 4:30,32,26.6,16.502,13.6045,4.4423,13.3724,10.1154,55.24,990.962,29.2631,0,88.1069,0,0.0152,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/24/2022 5:00,32,26.6,16.628,13.3468,6.62973,10.5225,7.39084,43.06,991.657,29.2836,0,86.6379,0,0.0136814,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/24/2022 5:30,32,26.6,16.736,13.7213,7.93128,8.40417,6.12026,33.96,991.975,29.293,0,87.6664,0,0.0134605,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/24/2022 6:00,32,27.5,17.096,14.3022,8.19586,8.11113,6.28803,16.74,992.259,29.3014,0,88.5405,0,0.0132534,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/24/2022 6:30,32,28.4,17.438,15.1028,8.24002,9.64567,6.67502,6.693,991.829,29.2887,0,90.3522,0,0.0134052,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/24/2022 7:00,32,27.5,17.384,14.8012,7.48074,9.20723,7.46689,10.23,991.671,29.284,0,89.3773,0,0.343,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/24/2022 7:30,32,27.5,17.474,14.7811,9.21607,8.03731,5.72208,344.6,991.752,29.2864,0,88.9518,44.9752,5.0852,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/24/2022 8:00,32,27.5,17.7296,14.82,11.34,5.69971,4.18307,13.67,992.242,29.3009,0,88.1257,138.112,13.6973,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/24/2022 8:30,32,27.5,17.8826,15.1476,9.02736,8.76879,6.40211,357.1,992.264,29.3015,0,88.809,247.989,33.2972,No,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/24/2022 9:00,32,28.4,18.2984,15.8863,9.12453,9.20723,6.84055,16.81,992.035,29.2948,0,90.0882,358.845,89.6164,No,Bermudagrass,"0.125""","Stilwlater, OK",No ,
2/24/2022 9:30,32,28.4,18.9266,16.1231,9.34916,9.79107,7.46689,9.35,992.105,29.2968,0,88.5971,463.635,106.27,No,Bermudagrass,"0.125""","Stilwlater, OK",No ,
2/24/2022 10:00,32,29.3,19.3136,16.2605,10.3458,8.03731,6.84055,11.77,992.115,29.2971,0,87.6618,558.422,109.373,No,Bermudagrass,"0.125""","Stilwlater, OK",No ,
2/24/2022 10:30,32,28.4,19.7546,16.6212,9.84661,10.2295,8.1156,351.2,992.264,29.3015,0,87.381,640.547,138.016,No,Bermudagrass,"0.125""","Stilwlater, OK",No ,
